Date,Year,Type,Country,Area,Location,Activity,Injury,Species 
4/21/09,2009,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,3 puncture wounds to posterior right ankle,
9/15/08,2008,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,Right hand lacerated by netted shark PROVOKED INCIDENT,Bronze whaler shark
8/27/08,2008,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Lacerations to lower left leg,6' shark
6/28/08,2008,Invalid,USA,Hawaii,Kamilo Point; Hawai'i,Wading,Probable drowning with post-mortem bites,Shark involvement prior to death not confirmed
6/2/08,2008,Watercraft,SCOTLAND,Easter Ross,Balintore Bay,Fishing,"No injury to occupants, shark struck their boat",Basking shark
5/26/08,2008,Unprovoked,USA,North Carolina,Hammocks Beach State Park; Bear Island; Onslow County,Surfing,Biceps & lower arm bitten,
4/19/08,2008,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Free-diving,As he pushd the shark away from his camera; his finger was cut on a tooth,Tiger shark; 13' female
10/15/07,2007,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,small laceration to wrist,White shark; 2.5m
7/22/07,2007,Unprovoked,USA,California,Malibu; Los Angeles County,Surf paddling,No injury; surfboard bumped by shark for 20 minutes,White shark; 12'
7/17/07,2007,Unprovoked,USA,North Carolina,Atlantic Beach; Carteret County,Wading,Lacerations to right thigh & left foot,5' shark
5/17/07,2007,Provoked,ENGLAND,Kent,Folkestone,Fishing,Bitten on the nose by a hooked shark PROVOKED INCIDENT,Lesser spotted dogfish; Scyliorhinus canicula; less than 80 cm in length
3/5/07,2007,Provoked,NEW ZEALAND,Cook islans,Penhryn Island,Spearfishing,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,Tiger shark
12/18/06,2006,Unprovoked,AUSTRALIA,Victoria,Winki Pop; Bells Beach,Surfing,Left leg bitten,2.5 to 3 m shark
11/25/06,2006,Sea Disaster,PHILIPPINES,Surigao del Norte,Off Bilisan Point; Hinatuarn Island,Sea Disaster,15 perished but shark involvement prior to death was not confirmed,
9/30/06,2006,Invalid,SOUTH AFRICA,Western Cape Province,Miller's Point,Spearfishing,"No injury, 4m white shark made a threat display",Invalid
7/25/06,2006,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Surfing,Minor lacerations to right foot,
2/12/06,2006,Unprovoked,AUSTRALIA,Queensland,Point Vernon; Hervey Bay,Swimming,Puncture wound on arm,
1/15/06,2006,Unprovoked,AUSTRALIA,Western Australia,Off City Beach; Perth,Scuba diving,Lacerations to left elbow,3.5 m white shark
10/29/05,2005,Unprovoked,USA,Florida,Ponce de Leon Inlet; Volusia County,Wading,Puncture wounds to foot,2' to 3' shark
7/15/05,2005,Invalid,AUSTRALIA,,,,A hoax - No shark was involved and Wells' daughter was his business partner Eileen Purchase who injured her finger on his boat,No shark involvement
6/16/05,2005,Unprovoked,USA,Florida,Howard E. Futch Memorial Park at Paradise Beach; Brevard County,Swimming,Foot bitten,Unknown; but it was reported that a shark tooth was recovered from the wound
3/12/05,2005,Provoked,USA,New Mexico,Albuquerue Aquarium; Albuquerue,Diving in aquarium display tank,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,Sandtiger shark; 2.1 m [7']
3/10/05,2005,Invalid,SOUTH AFRICA,KwaZulu-Natal,Isipingo,,Bites by 2.5 m tiger shark were post mortem,Invalid
5/1/04,2004,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,FATAL,
1/22/04,2004,Invalid,NEW ZEALAND,Northlands,90 Mile Beach,Boogie boarding,No injury; swim fin damaged,Shark involvement doubtful
9/14/03,2003,Watercraft,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing,No injury to occupants; shark bit boat,2 m cow shark
9/13/03,2003,Unprovoked,USA,Florida,Daytona Beach; Volusia County,Body boarding,Left calf avulsion,6' shark
9/1/03,2003,Unprovoked,USA,Florida,Boca Grande; Lee County,Wade-fishing,2 lacerations on each side of Achilles tendon,
4/21/03,2003,Unprovoked,USA,Florida,Melbourne Beach; Brevard County,Surfing,Right leg bitten,Unidentified species
1/3/03,2003,Unprovoked,COSTA RICA,North Pacific coast,Playa Tamarindo,Surfing,Lower right leg lacerated,Bull shark; 7'
10/11/02,2002,Unprovoked,USA,Florida,Opposite main gate at Patrick Air Force Base; Cape Canaveral; Brevard County,Surfing,Left foot bitten,
6/9/02,2002,Unprovoked,USA,Florida,Jensen Beach; Martin County,Swimming,Right calf lacerated,
4/20/02,2002,Unprovoked,USA,Florida,St. Augustine Beach; St. Johns County,Surfing; but standing in water alongside board,Left foot bitten,1.2 m [4'] shark
3/25/02,2002,Unprovoked,USA,Florida,Cocoa Beach; Brevard County,Wading,Foot bitten,
11/7/01,2001,Invalid,AUSTRALIA,Western Australia,Leighton Beach; south of North Cottesloe,Surf-skiing,No injury; fell off ski after possibly colliding with  a shark,
8/29/01,2001,Unprovoked,USA,Florida,Coquina Beach; Anna Maria Island; Manatee County,Standing,Punctures & lacerations on elbow & forearm,
7/26/01,2001,Unprovoked,USA,South Carolina,Myrtle Beach; Horry County,,Survived,
7/24/01,2001,Unprovoked,USA,Florida,Marathon ; Monroe County,,2 bites behind knee,Nurse shark
8/30/00,2000,Unprovoked,USA,Florida,Boca Ciega Bay; Tampa; Pinellas County,Jumped into the water,FATAL,Thought to involve a 2.7 m [9']; 400-lb bull shark
1/1/00,2000,Watercraft,USA,Florida,Boca Grande; Lee County,Fishing for tarpon,"No injury to occupant, shark bit propeller",Hammerhead shark
11/30/99,1999,Unprovoked,USA,Florida,Palm Beach; Palm Beach County,Surfing,Lacerations to hand & wrist,
1/28/98,1998,Invalid,AUSTRALIA,New South Wales,Whale Beach,Spearfishing,Missing; thought to have been taken by a shark,Shark involvement not confirmed
10/28/97,1997,Unprovoked,USA,Hawaii,Waiokapua Bay/Majors Bay; Brennecke Beach; Poipu; Kaua'i Island,Body boarding or surfing,Both legs bitten; right leg severed at mid-calf & defense wounds on right hand,Tiger shark; 4 m to 4.3 m [13' to 14']
8/11/97,1997,Unprovoked,USA,Florida,New Smyrna Beach; Volusia County,Floating on raft,Small lacerations on right lower leg,
7/21/97,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Breezy Point; Ntlonyana,Surfing,FATAL,4.5 m white shark
8/11/96,1996,Unprovoked,USA,Florida,Bayshore Garden; Sarasota Bay; Sarasota County,Wade fishing,No injury; towed by shark that grabbed stringer of fish tied to his waist,1.8 m to 2.1 m [6' to 7'] hammerhead shark
5/24/96,1996,Invalid,AUSTRALIA,New South Wales,Wreck of paddle steamer; Koputai; 6 km off Bondi Beach,Tech diving,FATAL; but shark involvement prior to death was not confirmed,Shark involvement prior to death suspected but not confirmed
8/27/95,1995,Unprovoked,BRAZIL,Pernambuco,Boa Viagem; Recife,Surfing,Survived,
8/26/95,1995,Unprovoked,USA,Florida,Crescent Beach; St. Johns County,Surfing,Left elbow bitten,5' shark
8/10/95,1995,Unprovoked,USA,South Carolina,Ocean Lakes Campground; south of Myrtle Beach; Horry County,Riding waves on a board,Left foot bitten,Blacktip shark
6/24/95,1995,Unprovoked,USA,California,LaJolla Shores; San Diego County,Kayaking,Minor injuries,White shark (tooth fragment recovered)
,1994,Unprovoked,HONG KONG,,,Playing volleyball with friends,Both legs lacerated,Tiger shark said to be 5 to 7 m [16.5' to 23']
1/5/93,1993,Unprovoked,AUSTRALIA,Queensland,Line Reef; northeast of Hamilton Island; Whitsundays,Spearfishing,6 laceration to left forearm,1.5 m shark
8/25/92,1992,Unprovoked,AUSTRALIA,South Australia,Lipson Cove; Tumby Bay,Surfing,Minor cuts; sufboard bitten,4 m white shark
7/8/92,1992,Unprovoked,BRAZIL,Maranhão,Praia da Marcela; São Marcos Bay,Surfing,Lower leg bitten; surgically amputated,
2/14/92,1992,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Diving for pen shells,No injury; steel diving helmet bitten 3 times,5 m [16.5'] shark
9/15/90,1990,Unprovoked,SOUTH AFRICA,Western Cape Province,Oudekraal,Spearfishing,Right hand lacerated,5 m  [16.5'] white shark
7/8/90,1990,Unprovoked,USA,Florida,Perdido Key near the Florida Panhandle; Escambia County,Surfing,Minor injury to left ankle & foot,
6/23/90,1990,Unprovoked,BAHAMAS,,Bimini,Spearfishing,Left forearm bitten,1.2 m to 1.5 m [4' to 5'] shark
8/29/89,1989,Provoked,AUSTRALIA,Queensland,SeaWorld Theme Park,Feeding fish,Left leg bitten by captive shark                   PROVOKED INCIDENT,Grey nurse shark
10/23/88,1988,Unprovoked,USA,Oregon,Indian Beach; Ecola State Park; just north of Cannon Beach; Clatsop County,Surfing (sitting on his board),Leg bitten & femur fractured,5.5 m to 6 m [18' to 20']  white shark
1/21/88,1988,Invalid,AUSTRALIA,Torres Strait,,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu,His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988,Shark involvement prior to death was not confirmed
9/13/87,1987,Unprovoked,SOUTH AFRICA,Western Cape Province,Still Bay,Surfing,Torso lacerated,3.5 m [11.5']  white shark
10/18/85,1985,Unprovoked,USA,Hawaii,Little Glass Shacks; Princeville; Kaua'i,Body boarding,Right hand and part of forearm severed ; left hand lacerated; right anterior side of board removed by shark,Thought to involve a Tiger shark;  3.7 m [12']
1/1/85,1985,Unprovoked,NEW CALEDONIA,South Province,Amedee Island,Spearfishing,Legs bitten,Tiger shark
3/30/83,1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Spearfishing,Right calf lacerated,1.8 m [6'] Zambezi shark
12/26/82,1982,Unprovoked,AUSTRALIA,New South Wales,Suffolk Park,Surfing,No injury; surfboard bitten,Bronze whaler; 2m
2/13/82,1982,Unprovoked,USA,Florida,Palm Beach; Palm Beach County,Swimming,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,
1/1/82,1982,Watercraft,ITALY,Tyrrhenian Sea,Biodola; Isola d'Elba,Fishing on a boat,No injury,White shark
8/10/81,1981,Unprovoked,USA,Florida,Ormond Beach / Daytona Beach; Volusia County,16' catamaran capsized previous night; occupants stayed with wreckage until morning; then attempted to swim ashore,FATAL,
2/19/81,1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,Foot lacerated,Juvenile dusky or blacktip shark
11/12/77,1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Standing,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,1.5 to 2 m [5' to 6.75'] shark
11/27/76,1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,Thrashing the water / imitating the shark victim from Jaws,Torso bitten,White shark; 3 m [10'] k
3/2/76,1976,Watercraft,SOUTH AFRICA,Western Cape Province,2 km from Macassar; False Bay,,Shark leapt into boat; hitting Fanie Schoeman on his back before sliding into the sea,White shark named “Spotty”
9/1/75,1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Paddleskiing,Right foot & ankle lacerated,1.2 m [4'] shark
6/23/75,1975,Unprovoked,USA,South Carolina,Windy Hill; near Myrtle Beach; Horry County,Swimming,Lacerations to right foot,4' shark
3/29/75,1975,Invalid,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Swimming,Probable drowning / scavenging by a white shark,Shark involvement prior to death was not confirmed
9/10/73,1973,Unprovoked,HONG KONG,Mirs Bay,,Freedom Swimming,FATAL,
2/27/73,1973,Unprovoked,MEXICO,Guerrero,Revolcadero Beach; Acapulco,Swimming,FATAL; multiple bites,
1/1/73,1973,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,No injury; surboard flung into air & dented,
12/26/72,1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,Hip; leg; arm; hand & shoulder bitten,2 m to 3 m shark
8/8/72,1972,Unprovoked,AUSTRALIA,Tasmania,Tasman Island,Diving for abalone,Left foot bitten,White shark; 10'
4/11/71,1971,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay,Swimming,FATAL; multiple bites,White shark according to tooth pattern and witnesses
1/2/71,1971,Unprovoked,AUSTRALIA,Tasmania,,Swimming,Torso lacerated,
10/1/70,1970,Unprovoked,USA,Florida,Matanzas Inlet; St Johns County,Surfing,Bitten on right leg above the ankle,
1/23/70,1970,Unprovoked,MOZAMBIQUE,Limpopo River,Gijana; 150 km inland,Swimming,Leg severed at knee,Zambesi shark
1/1/70,1970,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,Freediving,Lacerations to back,
10/14/69,1969,Unprovoked,USA,Hawaii,Hawaii,Diving,No injury,Oceanic whitetip shark
4/7/68,1968,Provoked,AUSTRALIA,New South Wales,Stockton Bight,,Foot lacerated Recorded as PROVOKED INCIDENT,Blue whaler (Galeolamna)
2/1/68,1968,Unprovoked,MOZAMBIQUE,,,Diving,No injury,
12/30/67,1967,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,Right ankle & foot bitten,1.5 m to 1.8 m [5' to 6'] shark
8/16/66,1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Bakar,Swimming,FATAL,White shark
7/17/66,1966,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,FATAL; left leg severed,
1/15/66,1966,Unprovoked,AUSTRALIA,New South Wales,Bellambi,Spearfishing,Buttocks bitten,Wobbegong shark; 5'
10/21/65,1965,Unprovoked,,,Florida Strait,The boat Caribou II sank,Survived,
4/10/65,1965,Unprovoked,USA,Florida,American Shoals off Key West,Spearfishing,Left hand severely lacerated,White shark; 10' to 12'
9/20/64,1964,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach; Taipai,Swimming,FATAL,
2/1/64,1964,Unprovoked,USA,Florida,Palm Beach County,Floating,No injury,Hammerhead shark
1/18/64,1964,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay,Freediving,Arm lacerated,Wobbegong
3/25/62,1962,Provoked,NEW ZEALAND,Off the Coromandel Peninsula; North Island,Alderman Islands,,Left foot bitten by hooked shark PROVOKED INCIDENT,1.8 m [6'] shark
10/9/61,1961,Invalid,USA,Florida,Ocean Ridge; Boca Raton; Palm Beach County,Swimming,Skeletonized; but shark involvement may have occurred after death.,Shark involvement prior to death was not confirmed
7/29/61,1961,Provoked,USA,New York,Whitewood Point on Lloyd Neck in Oyster Bay,Spearfishing,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,43 shark
4/16/61,1961,Provoked,AUSTRALIA,New South Wales,Otford,Spearfishing,Speared shark bit his foot  PROVOKED INCIDENT,Wobbegong shark; O. barbatus;  1.8 m [6']; identified by G.P. Whitley
3/9/61,1961,Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),Leeward side of island; directly in back of Mid-Pac barrel storage area,Free diving,Right elbow bitten,"Grey reef shark; 1.8 m [6'] grey reef shark; identified by Dr. L.P. L. Schultz based on photographs, identified as C. melanopterus by Stewart"
9/1/60,1960,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,Free diving / Spearfishing,No injury; shark made a threat display,Invalid
8/14/59,1959,Sea Disaster,PHILIPPINES,Queaon,Between Unisan & Angadanan Islands,Fishing boat capsized,10 of the 15 people perished; bodies of some who drowned  were scavenged by sharks,
5/3/59,1959,Unprovoked,USA,Florida,Panama City; Bay County,Spearfishing,Lacerated hip & hands,Tiger shark; 3.7 m [12']
10/12/58,1958,Unprovoked,USA,California,Coronado Strand; San Diego County,Swimming near jetty,Left arm; hips & leg lacerated,
11/8/57,1957,Sea Disaster,PACIFIC OCEAN,1;000 miles east of Hawaii,,Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,Navy personnel recovered 19 shark-scavenged bodies,
8/1/56,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,Fisherman's Island; near Port Moresby,Fishing,Leg & foot lacerated,2.3 m [7'] shark
4/1/55,1955,Unprovoked,USA,Hawaii,Hilo; Hawai'i,Fishing from boat; Kaimamla,Hand bitten,
1/1/55,1955,Unprovoked,PAPUA NEW GUINEA,New Ireland,Lavongai,,Back bitten,
12/9/54,1954,Unprovoked,PAPUA NEW GUINEA,Central Province,Kila Beach; Port Moresby,Swimming near canoe,FATAL; abdomen & thigh bitten,
1/1/53,1953,Unprovoked,USA,Florida,Juno Beach; Palm Beach County,Standing,Leg lacerated thigh to ankle,
12/3/52,1952,Unprovoked,USA,Hawaii,Maile Beach; O'ahu,Swimming from fishing boat setting nets,FATAL; left arm severed below the elbow,>6.7 m [22']  shark
8/6/50,1950,Provoked,EL SALVADOR,La Libertad,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,Left thigh bitten by hooked shark PROVOKED INCIDENT,1;100-lb shark
5/24/50,1950,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Treading water,Left foot bitten,
1/1/50,1950,Watercraft,AUSTRALIA,Tasmania,Triabunna,Sitting on side of dinghy mending a net,No injury to occupant; shark bit side of dinghy,White shark; 3.6 m;  420 kg male
1/1/50,1950,Unprovoked,SRI LANKA,Southern Province,Dodnduwa,Spearfishing,No injury; but shark damaged one of his swim fins,Whtietip reef shark
4/13/49,1949,Unprovoked,MEXICO,Tamaulipas,Miramar Beach; Tampico,Bathing,U.S. destroyer John W. Weeks; 6 miles offshore; demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.,
12/21/47,1947,Unprovoked,AUSTRALIA,New South Wales,Watson Taylor's Lake; 25 miles south of Port Macquarie,Fishing,Leg gashed,Grey nurse shark
11/14/47,1947,Unprovoked,AUSTRALIA,New South Wales,Knobby's Beach; Newcastle,Fishing from surf ski,No injury; ski bumped,
12/28/46,1946,Unprovoked,AUSTRALIA,South Australia,Glenelg,Swimming near jetty with 2' piece of wood,Forearm & fingers lacerated; teethmarks on wood,
7/18/46,1946,Unprovoked,IRAN,Khuzestan Province,Dorquain; on the Karun River,Fishing; probably with a net,Radius & ulna bared,
7/30/45,1945,Sea Disaster,PHILIPPINES,In transit between Tinian and Leyte,200 miles Leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,About 300  crew perished during the sinking; the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all; only 316 of her crew of 1;196 survived.,
3/6/45,1945,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Walking,Right leg bitten knee to foot; surgically amputated,Thought to involve a Zambesi shark
11/1/44,1944,Invalid,AUSTRALIA,Queensland,Maroochydore Beach,Swimming,Probable drowning & scavenging,
1/16/44,1944,Watercraft,AUSTRALIA,Western Australia,Cottesloe; Perth,Fishing,No injury; shark took day's catch & struck boat,14' shark
1/1/43,1943,Unprovoked,IRAQ,,River Tigris,Swimming,Right arm severed; left foot bitten,
9/12/42,1942,Unprovoked,AUSTRALIA,Queensland,Trinity Beach; 17 km northwast of Cairns,Treading water,Right foot severed & calf removed; leg  surgically amputated below the knee,Tiger shark; 2.4 m to 3 m [8' to 10']
7/6/42,1942,Provoked,ITALY,Liguria,Savona,Sculling,After he hit the shark with an oar; the shark bit the oar and overturned the boat  PROVOKED INCIDENT,Porbeagle shark
4/5/42,1942,Invalid,INDIAN OCEAN,West of Ceylon (Sri  Lanka),300 nm from shore,H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,Sharks were numerous & took corpses but made no attempts to harm the survivors.,Invalid
